Dataset 1,Dataset 2,,,,,,,,,,,
C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\15to17_p.csv,C:\Users\arnulfo azcarraga\Desktop\Rgee\OOTO UNICEF\Chitest\Datasets\ready for OOTO\preprocessed\9to11_p.csv,,,,,,,,,,,
Question,Feature,Chi,Higher Or Lower,Degrees of Freedom,N1,N2,P1(a),P1(b),P1(etc),P2(a),P2(b),P2(etc)
I talk about private things online which I do not talk about with people face-to-face,d2f,37.47741358,+,2,[526.0],[354.0],0.562737643,0.423954373,0.013307985,0.717514124,0.237288136,0.04519774
I feel safe on the internet,d2a,4.295408468,+,2,[596.0],[531.0],0.476510067,0.458053691,0.065436242,0.525423729,0.43126177,0.043314501
I find other people are kind and helpful on the internet,d2b,10.82473415,+,2,[598.0],[525.0],0.331103679,0.623745819,0.045150502,0.424761905,0.52952381,0.045714286
I know what to do if someone acts online in a way I don't like,d2c,81.54586293,+,2,[527.0],[364.0],0.197343454,0.772296015,0.030360531,0.467032967,0.480769231,0.052197802
How were your social media accounts created?,d12,107.1618919,-,4,[519.0],[333.0],0.473988439,0.134874759,0.391136802,0.198198198,0.162162162,0.63963964
How old were you when you first had your social media account?,d13,454.4800482,+,3,[524.0],[346.0],0.209923664,0.536259542,0.253816794,0.586705202,0.014450867,0.398843931
Facebook/Messenger,d14a,43.87447082,-,2,[529.0],[349.0],0.017013233,0.510396975,0.472589792,0.080229226,0.633237822,0.286532951
Skype,d14b,11.0320024,+,2,[471.0],[296.0],0.78343949,0.180467091,0.036093418,0.844594595,0.097972973,0.057432432
Viber,d14c,4.674517488,+,2,[468.0],[290.0],0.858974359,0.115384615,0.025641026,0.910344828,0.068965517,0.020689655
WeChat,d14d,0.970647866,+,2,[466.0],[290.0],0.89055794,0.077253219,0.032188841,0.910344828,0.05862069,0.031034483
Instagram,d14e,29.39044733,+,2,[472.0],[292.0],0.639830508,0.26059322,0.099576271,0.821917808,0.119863014,0.058219178
Twitter,d14f,32.67264485,+,2,[471.0],[291.0],0.702760085,0.222929936,0.074309979,0.879725086,0.079037801,0.041237113
YouTube/Hangout (Google),d14g,12.48978551,+,2,[474.0],[315.0],0.573839662,0.343881857,0.082278481,0.688888889,0.228571429,0.082539683
Minecraft,d15a,74.99983602,-,1,[296.0],[325.0],0.753378378,0.246621622,0,0.409230769,0.590769231,0
Warcraft DOTA,d15b,0.463433547,-,1,[294.0],[325.0],0.87414966,0.12585034,0,0.855384615,0.144615385,0
DOTA 2,d15c,5.846890714,+,1,[294.0],[325.0],0.744897959,0.255102041,0,0.824615385,0.175384615,0
League of Legends,d15d,4.36505867,+,1,[295.0],[325.0],0.711864407,0.288135593,0,0.784615385,0.215384615,0
Counterstrike,d15e,0.246059598,-,1,[295.0],[325.0],0.671186441,0.328813559,0,0.652307692,0.347692308,0
Others,d15f,3.712817112,+,1,[296.0],[326.0],0.459459459,0.540540541,0,0.536809816,0.463190184,0
Thinking of the profile you use most often; about how many people are you in contact with when using [named profile]?,d7a,172.8277456,-,14,[517.0],[316.0],0.059961315,0.069632495,0.87040619,0.113924051,0.199367089,0.686708861
More or less; how many are your followers?,d7b,,,14,[454.0],[270.0],0.127753304,0.156387665,0.715859031,0.307407407,0.214814815,0.477777778
More or less; how many do you follow?,d7c,,,14,[454.0],[266.0],0.204845815,0.160792952,0.634361233,0.327067669,0.221804511,0.45112782
Is you [named profile] set to...?,d8,30.10571693,-,3,[521.0],[320.0],0.58925144,0.280230326,0.130518234,0.553125,0.2875,0.159375
A photo that clearly shows your face,d9a,19.87167275,+,2,[529.0],[340.0],0.094517958,0.888468809,0.017013233,0.185294118,0.776470588,0.038235294
Your last name,d9b,8.899641564,+,2,[526.0],[341.0],0.102661597,0.884030418,0.013307985,0.146627566,0.818181818,0.035190616
Your address,d9c,44.20849197,+,2,[524.0],[335.0],0.295801527,0.683206107,0.020992366,0.450746269,0.471641791,0.07761194
Your phone number,d9d,14.76656353,+,2,[526.0],[330.0],0.570342205,0.410646388,0.019011407,0.651515152,0.3,0.048484848
Your school,d9e,118.6111351,+,2,[527.0],[337.0],0.229601518,0.75711575,0.013282732,0.543026706,0.391691395,0.065281899
Your correct age,d9f,48.33103627,+,2,[530.0],[335.0],0.269811321,0.71509434,0.01509434,0.43880597,0.495522388,0.065671642
An age that is not your real age,d9g,23.31662462,-,2,[528.0],[328.0],0.740530303,0.244318182,0.015151515,0.643292683,0.280487805,0.076219512
Places you've dined and visited,d9j,18.4442496,+,2,[521.0],[326.0],0.575815739,0.391554702,0.032629559,0.653374233,0.26993865,0.076687117
Pictures showing whole body,d9k,15.16583986,+,2,[522.0],[326.0],0.559386973,0.400383142,0.040229885,0.687116564,0.26993865,0.042944785
How do you usually respond to requests from people to become your ‘friends’ online?,d10,10.53537885,+,3,[527.0],[329.0],0.20113852,0.755218216,0.043643264,0.164133739,0.750759878,0.085106383
Looked for new friends or contacts on the internet,f1a,12.16733216,+,2,[593.0],[513.0],0.777403035,0.215851602,0.006745363,0.844054581,0.140350877,0.015594542
Sent my personal information (e.g.; my full name; address or phone number) to someone I have never met face-to-face,f1b,1.803436099,+,2,[586.0],[496.0],0.916382253,0.075085324,0.008532423,0.931451613,0.056451613,0.012096774
Added people to my friends or contacts I have never met face-to-face,f1c,5.740535889,+,2,[587.0],[495.0],0.812606474,0.175468484,0.011925043,0.862626263,0.123232323,0.014141414
Pretended to be a different kind of person online from who I really am,f1d,1.514894134,+,2,[579.0],[493.0],0.920552677,0.070811744,0.008635579,0.920892495,0.062880325,0.016227181
Sent a photo or video of myself to someone I have never met face-to-face,f1e,0.353465078,+,2,[581.0],[498.0],0.925989673,0.065404475,0.008605852,0.925702811,0.062248996,0.012048193
Post my current location and those I had been to,f1f,5.097921317,+,2,[578.0],[489.0],0.866782007,0.119377163,0.01384083,0.90797546,0.077709611,0.014314928
Post my new stuff and clothes,f1g,1.969264768,-,2,[582.0],[496.0],0.891752577,0.094501718,0.013745704,0.887096774,0.106854839,0.006048387
Post messages or love quotes that pertain to the boy/girl whom I have a crush on,f1h,36.63972273,+,2,[586.0],[497.0],0.820819113,0.16894198,0.010238908,0.921529175,0.054325956,0.024144869
Seek to get acquainted or befriend persons who are Non-Filipinos (foreigners),f1i,1.314963942,+,2,[579.0],[493.0],0.920552677,0.067357513,0.01208981,0.937119675,0.050709939,0.012170385
Engage in chat activities with a person whom I only met on internet,f1j,,,2,[584.0],[491.0],0.79109589,0.202054795,0.006849315,0.883910387,0.107942974,0.00814664
Do video calls with a person whom I only met on internet,f1k,1.827473232,-,2,[578.0],[491.0],0.920415225,0.069204152,0.010380623,0.898167006,0.091649695,0.010183299
Receive offers or gifts online,f1l,0.821011483,-,2,[573.0],[493.0],0.921465969,0.069808028,0.008726003,0.906693712,0.081135903,0.012170385
Have you EVER had contact on the internet with someone you have not met face-to-face before?,f2,45.35411156,+,2,[458.0],[337.0],0.628820961,0.336244541,0.034934498,0.824925816,0.127596439,0.047477745
In the PAST YEAR; have you at least once met anyone face to face that you first got to know on the internet?,f3,4.199639318,+,2,[588.0],[504.0],0.818027211,0.159863946,0.022108844,0.857142857,0.117063492,0.025793651
If you met anyone face-to-face that you first got to know on the internet; how did you feel about it?,f4,,,3,[92.0],[63.0],0.608695652,0.119565217,0.27173913,0.571428571,0.253968254,0.174603175
Thinking about the LAST TIME you were bothered by meeting someone in this way; how old was the person you actually met?,f5,,,2,[22.0],[9.0],0.863636364,0.045454545,0.090909091,0.444444444,0.555555556,0
I've met face to face with a person I just got acquainted on internet but is already known by my friends or relatives,f6a,,,2,[90.0],[62.0],0.4,0.588888889,0.011111111,0.483870968,0.5,0.016129032
I've met face to face with a person I just got acquainted on internet and who is totally unknown to anyone I personally know,f6b,,,2,[86.0],[62.0],0.61627907,0.360465116,0.023255814,0.677419355,0.322580645,0
I've met with a foreigner (different nationality),f6c,,,2,[87.0],[63.0],0.793103448,0.206896552,0,0.603174603,0.365079365,0.031746032
I've personally met with an older person,f6d,,,2,[91.0],[64.0],0.604395604,0.362637363,0.032967033,0.453125,0.515625,0.03125
I've met face to face with a person I just got acquainted on internet and she/he was accompanied by another girl/boy,f6e,,,2,[90.0],[63.0],0.533333333,0.444444444,0.022222222,0.666666667,0.317460317,0.015873016
I've met with another woman like myself whom i just got acquainted with on internet,f6f,1.274206349,+,1,[36.0],[21.0],0.416666667,0.583333333,0,0.571428571,0.428571429,0
I've met with another man like myself whom i just got acquainted with on internet,f6g,2.168422115,-,1,[53.0],[40.0],0.603773585,0.396226415,0,0.45,0.55,0
I've met with LGBT person (lesbian; gay; bisexual; transgender) whom i just got acquainted with on internet,f6h,,,2,[88.0],[64.0],0.784090909,0.193181818,0.022727273,0.828125,0.15625,0.015625
In the PAST YEAR; how many people have you gone to a meeting with face-to-face that you had previously only met on the internet?,f8,,,2,[91.0],[60.0],0.098901099,0.868131868,0.032967033,0.216666667,0.783333333,0
In the PAST YEAR; has anything EVER happened online that bothered or upset you in some way? (e.g.; made you feel uncomfortable; scared or that you shouldn’t have seen it)?,f11,25.81779814,+,2,[577.0],[499.0],0.741767764,0.2305026,0.027729636,0.863727455,0.114228457,0.022044088
In the PAST YEAR; how often did this happen?,f12,0.861615732,+,2,[132.0],[59.0],0.507575758,0.454545455,0.037878788,0.508474576,0.423728814,0.06779661
Thinking now about the LAST TIME this happened to you; how upset were you about what happened?,f13,1.980367051,-,2,[133.0],[57.0],0.406015038,0.54887218,0.045112782,0.298245614,0.649122807,0.052631579
My mother or father (or step/foster mother or father),f14a,0.434331949,-,1,[134.0],[58.0],0.686567164,0.313432836,0,0.637931034,0.362068966,0
My brother or sister (orstep/foster/half siblings),f14b,0.083613761,+,1,[134.0],[58.0],0.73880597,0.26119403,0,0.75862069,0.24137931,0
Cousin,f14j,0.031785983,+,1,[134.0],[58.0],0.694029851,0.305970149,0,0.706896552,0.293103448,0
Aunt/Uncle,f14k,1.653126218,-,1,[134.0],[58.0],0.880597015,0.119402985,0,0.810344828,0.189655172,0
Grandfather/Grandmother,f14l,,,1,[134.0],[58.0],0.947761194,0.052238806,0,0.862068966,0.137931034,0
A friend around my age,f14c,22.89529862,+,1,[134.0],[58.0],0.365671642,0.634328358,0,0.74137931,0.25862069,0
Classmate,f14n,4.027861982,+,1,[134.0],[58.0],0.589552239,0.410447761,0,0.74137931,0.25862069,0
Boyfriend/Girlfriend,f14o,11.31007683,+,1,[134.0],[58.0],0.828358209,0.171641791,0,1,0,0
A teacher,f14d,3.43585284,+,1,[134.0],[58.0],0.880597015,0.119402985,0,0.965517241,0.034482759,0
Someone whose job it is to help children,f14e,,,1,[134.0],[58.0],0.970149254,0.029850746,0,0.982758621,0.017241379,0
Godfather/Godmother,f14p,,,1,[134.0],[58.0],0.985074627,0.014925373,0,0.896551724,0.103448276,0
Neighbor,f14r,1.704606967,+,1,[134.0],[58.0],0.865671642,0.134328358,0,0.931034483,0.068965517,0
Another adult I trust,f14f,2.385706933,+,1,[134.0],[58.0],0.850746269,0.149253731,0,0.931034483,0.068965517,0
Someone else,f14g,,,1,[134.0],[58.0],0.932835821,0.067164179,0,0.965517241,0.034482759,0
I didn't talk to anyone,f14h,,,1,[134.0],[58.0],0.932835821,0.067164179,0,0.913793103,0.086206897,0
Prefer not to say,f14i,,,1,[134.0],[58.0],0.97761194,0.02238806,0,0.965517241,0.034482759,0
The last time something happened online that bothered or upset you in some way; how long did you feel like that for?,f15,,,2,[132.0],[57.0],0.507575758,0.484848485,0.007575758,0.49122807,0.49122807,0.01754386
I ignored the problem or hoped the problem would go away by itself,f16a,0.715697346,+,1,[126.0],[54.0],0.468253968,0.531746032,0,0.537037037,0.462962963,0
I closed the window or app,f16b,1.042471042,-,1,[126.0],[54.0],0.841269841,0.158730159,0,0.777777778,0.222222222,0
I felt a bit guilty about what went wrong,f16c,0.176055484,-,1,[126.0],[54.0],0.76984127,0.23015873,0,0.740740741,0.259259259,0
I tried to get the other person to leave me alone,f16d,0.055299539,-,1,[126.0],[54.0],0.865079365,0.134920635,0,0.851851852,0.148148148,0
I tried to get back at the other person,f16e,,,1,[126.0],[54.0],1,0,0,0.981481481,0.018518519,0
I stopped using the internet for a while,f16f,0.380014075,+,1,[126.0],[54.0],0.793650794,0.206349206,0,0.833333333,0.166666667,0
I deleted any messages from the other person,f16g,1.136310498,+,1,[126.0],[54.0],0.761904762,0.238095238,0,0.833333333,0.166666667,0
I changed my privacy/ contact settings,f16h,,,1,[126.0],[54.0],0.904761905,0.095238095,0,0.944444444,0.055555556,0
I blocked the person from contacting me,f16i,3.829633205,+,1,[126.0],[54.0],0.785714286,0.214285714,0,0.907407407,0.092592593,0
I reported the problem online  (e.g.; clicked on a ‘report abuse’ button; contacted an internet advisor or Internet Service Provider (ISP)),f16j,0.374284683,+,1,[126.0],[54.0],0.896825397,0.103174603,0,0.925925926,0.074074074,0
Other actions taken,f16k,,,1,[126.0],[54.0],0.968253968,0.031746032,0,0.907407407,0.092592593,0
In the PAST YEAR; has anyone ever treated you in a hurtful or nasty way?,f18,11.29634522,+,2,[596.0],[529.0],0.689597315,0.270134228,0.040268456,0.769376181,0.213610586,0.017013233
In the PAST YEAR; how often did this happen?,f19,15.83767084,-,2,[161.0],[112.0],0.590062112,0.347826087,0.062111801,0.419642857,0.571428571,0.008928571
In person face-to-face (by someone with you in the same place),f20a,,,2,[163.0],[112.0],0.515337423,0.460122699,0.024539877,0.348214286,0.633928571,0.017857143
Via a mobile phone or online device (computer;tablet; etc.),f20b,,,2,[160.0],[110.0],0.3875,0.5875,0.025,0.654545455,0.309090909,0.036363636
By mobile phone calls,f21a,0.320809156,-,1,[90.0],[34.0],0.7,0.3,0,0.647058824,0.352941176,0
By messages sent to me on my phone (SMS/TEXT or MMS),f21b,5.557422969,+,1,[90.0],[34.0],0.5,0.5,0,0.735294118,0.264705882,0
On a social networking site (e.g. Facebook; Twitter etc.),f21c,2.516861598,+,1,[90.0],[34.0],0.344444444,0.655555556,0,0.5,0.5,0
On a media sharing platform (YouTube; Instagram; Flickr),f21d,,,1,[90.0],[34.0],0.922222222,0.077777778,0,0.911764706,0.088235294,0
By instant messaging (MSN; What’s app; Skype etc.),f21e,,,1,[90.0],[34.0],0.966666667,0.033333333,0,0.941176471,0.058823529,0
In a chatroom,f21f,,,1,[56.0],[16.0],0.714285714,0.285714286,0,0.8125,0.1875,0
In an online game,f21g,,,1,[41.0],[24.0],0.829268293,0.170731707,0,0.75,0.25,0
Some other way,f21h,,,1,[90.0],[34.0],0.922222222,0.077777778,0,0.852941176,0.147058824,0
Nasty or hurtful messages were sent to me,f22a,,,2,[158.0],[112.0],0.35443038,0.639240506,0.006329114,0.651785714,0.321428571,0.026785714
Nasty or hurtful messages were passed around or posted where others could see,f22b,,,2,[158.0],[111.0],0.658227848,0.32278481,0.018987342,0.738738739,0.243243243,0.018018018
I was left out or excluded from a group or activity on the internet,f22c,,,2,[157.0],[109.0],0.732484076,0.242038217,0.025477707,0.71559633,0.275229358,0.009174312
I was threatened on the internet,f22d,,,2,[161.0],[106.0],0.695652174,0.298136646,0.00621118,0.726415094,0.264150943,0.009433962
Other nasty or hurtful things happened to me on the internet,f22e,,,2,[158.0],[107.0],0.607594937,0.373417722,0.018987342,0.626168224,0.364485981,0.009345794
Thinking of the last time someone treated you in a hurtful or nasty way; how did you feel?,f23,5.21181466,+,2,[155.0],[104.0],0.24516129,0.709677419,0.04516129,0.375,0.576923077,0.048076923
In the PAST YEAR; have you EVER treated someone else in a hurtful or nasty way?,f24,5.250739895,+,2,[591.0],[527.0],0.788494078,0.172588832,0.03891709,0.838709677,0.138519924,0.022770398
In the PAST YEAR; how often have you treated someone in this way?,f25,,,2,[103.0],[72.0],0.54368932,0.417475728,0.038834951,0.472222222,0.527777778,0
In person face-to-face (a person that is together with you in the same place at the same time),f26a,,,2,[101.0],[72.0],0.495049505,0.495049505,0.00990099,0.444444444,0.555555556,0
Via a mobile phone or online device (computer; tablet; etc.),f26b,,,2,[97.0],[71.0],0.432989691,0.546391753,0.020618557,0.661971831,0.323943662,0.014084507
By mobile phone calls,f27a,2.890304544,-,1,[51.0],[22.0],0.784313725,0.215686275,0,0.590909091,0.409090909,0
By messages sent by the phone (SMS/Text or MMS),f27b,2.03957331,+,1,[51.0],[22.0],0.549019608,0.450980392,0,0.727272727,0.272727273,0
On a social networking site (e.g.; Facebook; Twitter),f27c,1.203996108,+,1,[51.0],[22.0],0.450980392,0.549019608,0,0.590909091,0.409090909,0
By instant messaging (MSN; WhatsApp; Skype etc.),f27d,,,1,[51.0],[22.0],0.980392157,0.019607843,0,0.818181818,0.181818182,0
On a media sharing platform (YouTube; Instagram; Flickr),f27e,,,1,[51.0],[22.0],0.980392157,0.019607843,0,0.772727273,0.227272727,0
In a chatroom,f27f,,,1,[27.0],[10.0],0.777777778,0.222222222,0,0.9,0.1,0
In an online game,f27g,,,1,[27.0],[16.0],0.851851852,0.148148148,0,0.8125,0.1875,0
Some other way,f27h,,,1,[51.0],[22.0],0.901960784,0.098039216,0,0.954545455,0.045454545,0
Prefer not to say,f27i,,,1,[51.0],[22.0],0.960784314,0.039215686,0,1,0,0
In the PAST YEAR; have you EVER SEEN any sexual images?,f28,106.2630606,+,2,[579.0],[512.0],0.523316062,0.443868739,0.032815199,0.818359375,0.1640625,0.017578125
If you have seen images of this kind; how did you feel about what you saw?,f29,20.36531672,-,3,[255.0],[85.0],0.070588235,0.149019608,0.780392157,0.164705882,0.305882353,0.529411765
In a magazine or book,f31a,5.537837751,-,2,[264.0],[85.0],0.575757576,0.363636364,0.060606061,0.635294118,0.364705882,0
On television; film,f31b,7.472332393,+,2,[262.0],[86.0],0.255725191,0.709923664,0.034351145,0.38372093,0.61627907,0
Via a mobile phone; computer; tablet or anyother online device,f31c,14.45522916,+,2,[260.0],[87.0],0.238461538,0.726923077,0.034615385,0.436781609,0.563218391,0
On an online video sharing platform (e.g. YouTube; [add local examples]),f32d,1.513126289,-,1,[171.0],[41.0],0.497076023,0.502923977,0,0.390243902,0.609756098,0
On an online photo sharing platform (e.g. Instagram; Flickr; [add local examples]),f32e,0.021607143,-,1,[88.0],[33.0],0.829545455,0.170454545,0,0.818181818,0.181818182,0
On a social networking site (e.g. Facebook; Twitter; [add local examples]),f32f,2.613056694,+,1,[94.0],[23.0],0.191489362,0.808510638,0,0.347826087,0.652173913,0
In a chatroom,f32g,1.872865028,+,1,[186.0],[48.0],0.865591398,0.134408602,0,0.9375,0.0625,0
In an online game,f32h,,,1,[186.0],[48.0],0.962365591,0.037634409,0,0.854166667,0.145833333,0
On an adult/X-rated website,f32i,,,1,[186.0],[48.0],0.919354839,0.080645161,0,0.958333333,0.041666667,0
By popups on the internet (unrequested windows that appear during web surfing),f32j,0.26679644,-,1,[186.0],[48.0],0.88172043,0.11827957,0,0.854166667,0.145833333,0
By instant messaging (MSN; WhatsApp; Skype; [add local examples]),f32k,,,1,[186.0],[48.0],0.978494624,0.021505376,0,0.958333333,0.041666667,0
By text (SMS); images (MMS); or otherwise on my mobile phone,f32l,,,1,[186.0],[48.0],0.940860215,0.059139785,0,0.9375,0.0625,0
By Bluetooth,f32m,,,1,[186.0],[48.0],0.956989247,0.043010753,0,0.9375,0.0625,0
In an advert,f32n,0.074450678,+,1,[186.0],[48.0],0.88172043,0.11827957,0,0.895833333,0.104166667,0
Prefer not to say,f32o,,,1,[186.0],[48.0],0.962365591,0.037634409,0,0.958333333,0.041666667,0
A sexual image or video of someone naked,f33a,0.880153869,-,2,[187.0],[47.0],0.326203209,0.614973262,0.058823529,0.255319149,0.680851064,0.063829787
A sexual image or video that shows someone's 'private parts' [translate as appropriate],f33b,0.472425857,-,2,[187.0],[47.0],0.336898396,0.620320856,0.042780749,0.340425532,0.638297872,0.021276596
An image or video that shows sexual acts or people having sex,f33c,0.677400204,+,2,[187.0],[47.0],0.459893048,0.470588235,0.069518717,0.510638298,0.446808511,0.042553191
An image or video that shows sexual acts in a violent way,f33d,1.267963452,-,2,[185.0],[46.0],0.616216216,0.32972973,0.054054054,0.586956522,0.391304348,0.02173913
Something else sexual or embarrassing,f33e,2.369595865,+,2,[188.0],[47.0],0.324468085,0.654255319,0.021276596,0.319148936,0.617021277,0.063829787
In the PAST YEAR; have you received any sexual messages (this could be words; pictures or videos) at least once?,f34,38.12311921,+,2,[581.0],[504.0],0.74010327,0.230636833,0.029259897,0.884920635,0.093253968,0.021825397
If you have received any sexual messages; how did you feel about what you saw?,f35,14.28787693,-,3,[132.0],[50.0],0.075757576,0.106060606,0.818181818,0.16,0.28,0.56
By mobile phone calls,f37a,,,2,[133.0],[52.0],0.721804511,0.248120301,0.030075188,0.653846154,0.307692308,0.038461538
By text messages sent to me on my phone (SMS/text or MMS),f37b,,,2,[136.0],[49.0],0.683823529,0.308823529,0.007352941,0.591836735,0.408163265,0
On a social networking site (e.g.; Facebook; Twitter etc.),f37c,,,2,[135.0],[52.0],0.2,0.77037037,0.02962963,0.365384615,0.634615385,0
On a media sharing platform (YouTube; Instagram; Flickr),f37d,,,2,[135.0],[51.0],0.718518519,0.259259259,0.022222222,0.666666667,0.294117647,0.039215686
By IM (MSN; WhatsApp; Skype; etc.),f37e,,,2,[132.0],[50.0],0.803030303,0.174242424,0.022727273,0.64,0.36,0
In a chatroom (video chat),f37f,,,2,[133.0],[48.0],0.714285714,0.255639098,0.030075188,0.708333333,0.291666667,0
In an online game,f37g,,,2,[132.0],[50.0],0.833333333,0.136363636,0.03030303,0.58,0.4,0.02
In a gaming community (also on the Xbox and other game consoles),f37h,,,2,[132.0],[48.0],0.931818182,0.053030303,0.015151515,0.708333333,0.291666667,0
By 'pop up' (something appears by accident),f37i,13.42740689,-,2,[132.0],[49.0],0.659090909,0.295454545,0.045454545,0.387755102,0.591836735,0.020408163
In the PAST YEAR; have you sent or posted any sexual messages at least once? This could be words; pictures or videosabout you or someone else.,f38,1.179702041,-,2,[584.0],[498.0],0.919520548,0.053082192,0.02739726,0.915662651,0.064257028,0.020080321
In the PAST YEAR; how often have you sent or posted sexual messages?,f39,8.448850763,-,2,[32.0],[30.0],0.3125,0.40625,0.28125,0.266666667,0.7,0.033333333
I have sent someone a sexual message (e.g.; words; pictures or video) on the internet,f40a,,,2,[31.0],[32.0],0.677419355,0.290322581,0.032258065,0.78125,0.1875,0.03125
I have posted a sexual message (e.g.; words; pictures or video) where other people could see it on the internet,f40b,,,2,[31.0],[31.0],0.709677419,0.258064516,0.032258065,0.677419355,0.322580645,0
I have asked someone on the internet for sexual information about him or herself (like what his or her body looks like without clothes on or sexual things he or she has done),f40c,,,2,[31.0],[32.0],0.677419355,0.258064516,0.064516129,0.75,0.21875,0.03125
Ways of physically harming or hurting themselves,f41a,12.35939685,+,2,[578.0],[494.0],0.811418685,0.167820069,0.020761246,0.888663968,0.097165992,0.01417004
Ways of committing suicide,f41b,,,1,[1.0],[2.0],0,1,0,1,0,0
Ways to be very thin (such as being anorexic or bulimic),f41c,33.60157495,+,2,[571.0],[493.0],0.812609457,0.157618214,0.029772329,0.93306288,0.056795132,0.010141988
Hate messages that attack certain groups or individuals (e.g.; people of different colour or religion or nationality),f41d,36.31546303,+,2,[573.0],[493.0],0.797556719,0.172774869,0.029668412,0.926977688,0.062880325,0.010141988
Their experiences of taking drugs,f41e,19.0287753,+,2,[578.0],[496.0],0.828719723,0.147058824,0.024221453,0.903225806,0.064516129,0.032258065
Gory or violent images,f41f,24.82585741,+,2,[576.0],[496.0],0.713541667,0.262152778,0.024305556,0.840725806,0.149193548,0.010080645
Ways of courtship,f41g,137.9879635,+,2,[576.0],[497.0],0.541666667,0.421875,0.036458333,0.871227364,0.110663984,0.018108652
Ways how to find a relationship,f41h,20.99613051,+,2,[574.0],[491.0],0.869337979,0.109756098,0.020905923,0.951120163,0.040733198,0.00814664
Ways to join in gambling,f41i,1.296374092,-,2,[574.0],[493.0],0.925087108,0.052264808,0.022648084,0.918864097,0.064908722,0.016227181
About cheating,f41l,21.01856606,+,2,[577.0],[496.0],0.805892548,0.166377816,0.027729636,0.905241935,0.078629032,0.016129032
About sex,f41m,,,1,[1.0],[2.0],1,0,0,0.5,0.5,0
About drinking alcohol,f41n,12.33482561,+,2,[577.0],[493.0],0.83882149,0.136915078,0.024263432,0.910750507,0.07505071,0.014198783
About smoking,f41o,10.60531509,+,2,[577.0],[494.0],0.833622184,0.147313692,0.019064125,0.900809717,0.091093117,0.008097166
About bullying,f41p,49.24851612,+,2,[578.0],[498.0],0.666089965,0.307958478,0.025951557,0.851405622,0.136546185,0.012048193
Somebody used my personal information in a way I didn't like,f43a,16.23791798,+,2,[575.0],[496.0],0.808695652,0.149565217,0.04173913,0.893145161,0.092741935,0.014112903
The device (e.g.; phone; tablet; computer) I use got a virus or spyware,f43b,22.41697566,+,2,[573.0],[496.0],0.720767888,0.254799302,0.02443281,0.840725806,0.141129032,0.018145161
I lost money by being cheated on the internet,f43c,5.225225939,-,2,[572.0],[502.0],0.924825175,0.050699301,0.024475524,0.890438247,0.085657371,0.023904382
Somebody used my password to access my information or to pretend to be me,f43d,4.889447479,+,2,[572.0],[502.0],0.854895105,0.127622378,0.017482517,0.896414343,0.085657371,0.017928287
Somebody created a page or image about me that was hostile or hurtful,f43e,1.434405481,+,2,[570.0],[501.0],0.926315789,0.056140351,0.01754386,0.944111776,0.043912176,0.011976048
I spent too much money on online games or in-app purchases,f43f,5.921256057,+,2,[332.0],[343.0],0.786144578,0.195783133,0.018072289,0.857142857,0.128279883,0.014577259
I was asked to make an in-app purchase when playing an online game (e.g.; to do well in the game),f43g,13.65191854,+,2,[327.0],[342.0],0.810397554,0.168195719,0.021406728,0.906432749,0.076023392,0.01754386
Someone found out where I was because they tracked my phone or device,f43h,1.317299272,+,2,[562.0],[487.0],0.921708185,0.06405694,0.014234875,0.932238193,0.049281314,0.018480493
I have gone without eating or sleeping because of the time I spent on the internet,f45a,,,2,[573.0],[509.0],0.671902269,0.322862129,0.005235602,0.842829077,0.145383104,0.011787819
I have experienced conflicts with family or friends because of the time I spent on the internet,f45b,16.63003472,+,2,[579.0],[505.0],0.701208981,0.29015544,0.008635579,0.798019802,0.186138614,0.015841584
My grades have dropped because of the time I spent on the internet,f45c,15.76198473,+,2,[577.0],[510.0],0.781629116,0.213171577,0.005199307,0.850980392,0.131372549,0.017647059
I have tried unsuccessfully to spend less time on the internet,f45d,25.05104156,+,2,[573.0],[501.0],0.638743455,0.336823735,0.02443281,0.778443114,0.20758483,0.013972056
I think the amount of time I spend on the internet causes problems for me,f45e,39.64216718,+,2,[569.0],[497.0],0.643233743,0.340949033,0.015817223,0.808853119,0.171026157,0.020120724
I feel I have to check my device (e.g. phone or computer) to see if anything new has just happened,f45f,116.7253096,+,2,[568.0],[495.0],0.5,0.482394366,0.017605634,0.812121212,0.16969697,0.018181818
Here is a picture of a ladder. The top of the ladder ‘10’ is the best possible life for you and the bottom ‘0’ is the worst possible life for you. In general; where on the ladder do you feel you stand at the moment? Mark the circle next to the number that best describes where you stand.,h1,0.512419365,-,1,[560.0],[507.0],0.153571429,0.846428571,0,0.138067061,0.861932939,0
Your mother or father (including step/foster mother or father),h2a,18.21865348,-,1,[580.0],[514.0],0.424137931,0.575862069,0,0.299610895,0.700389105,0
Your brother or sister (including step siblings),h2b,1.715332401,+,1,[580.0],[514.0],0.64137931,0.35862069,0,0.678988327,0.321011673,0
Cousin,h2i,23.7647436,+,1,[580.0],[513.0],0.731034483,0.268965517,0,0.851851852,0.148148148,0
Aunt/Uncle,h2j,3.147106436,-,1,[581.0],[514.0],0.896729776,0.103270224,0,0.861867704,0.138132296,0
