Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
Helped me in the past when something has bothered me on the internet,j5h,0.02079920535936531,+,1
In general; talked to me about what I would do if something on the internet ever bothered me,j5i,0.94569484576102902,+,1
My friends really try to help me,k1a,3.3176571463568991,+,1
I can count on my friends when things go wrong,k1b,0.60198774600220484,+,1
I can talk about my problems with my friends,k1c,0.28400645211442804,+,1
I get worried when I ﬁnd out my friends are having fun without me ,k1d,0.52187568670026407,-,1
Suggested ways to use the internet safely,k2a,0.017255421793762837,-,1
Encouraged me to explore and learn things on the internet,k2b,1.8746443252333498,+,1
Helped me when I found something difficult to do on the internet,k2c,0.071853545814467915,-,1
Explained why some websites are good or bad,k2d,1.6330106039649601,+,1
Suggested ways to behave towards other people on the internet,k2e,0.01018770227327899,-,1
Helped me in the past when something has bothered me on the internet,k2f,0.12687815710980838,-,1
null,k3,0.0028251833803706636,-,1
I feel safe in the area where I live,k4a,3.0288898752814823,+,1
It is safe for younger children to play outside during the day,k4b,1.1166907063776701,+,1
You can trust people around here,k4c,1.6003401041662959,+,1
null,a14,0.011944189224030753,-,1
null,a15,0.35958441371262917,+,1
null,a16,0.81418888261519529,-,1
null,a17,4.5169657987740583,+,1
null,a17a,5.3730759968892245,+,1
null,a18,4.5438273229797321,+,1
null,a19,0.45927162319177861,-,1
I get very angry and often lose my temper,a20a,2.6175206570922698,+,1
I usually do as I am told,a20b,3.4622520373093542,+,1
I fight a lot; I can make other people do what I want,a20c,0.19917576575414841,+,1
I am often accused of lying or cheating,a20d,0.23342931578225695,-,1
I take things that are not mine from home; school or elsewhere,a20e,0.006070955440715604,-,1
I worry a lot,a20f,0.47293572525662353,-,1
I am nervous in certain new situations; I easily lose confidence,a20g,0.017450157986251786,+,1
I get a lot of headaches; stomach-aches or sickness,a20h,1.4104893851836793,+,1
I am often unhappy; sad or tearful,a20i,3.0686807470095525,+,1
I have many fears and I am easily scared,a20j,0.10420253504778407,+,1
I am restless; I cannot stay still for long,a20k,0.052278743696231922,+,1
I finish the work I'm doing. My attention is good,a20l,5.5215066112277755,+,1
I am easily distracted and find it difficult to concentrate,a20n,0.050663024032818679,+,1
I think before I do things,a20o,3.4184523119768158,+,1
Other people my age generally like me,a20p,1.0843279431712722,+,1
Other children or young people pick on me,a20q,0.72308764090227728,+,1
I am usually on my own; I generally play alone or keep to myself,a20r,3.1350901433303919,-,1
I have at least one good friend,a20s,3.5457039080147847,+,1
I get on better with adults than with people my own age,a20t,0.0554127705181768,+,1
I am helpful if someone is hurt; upset or feeling ill,a20u,3.7798767232784822,+,1
I try to be nice to other people. I care about their feelings,a20v,0.54302729601829147,+,1
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,0.85990986645159295,+,1
I usually share with others (food; games; pens etc.),a20x,0.72762331175293282,+,1
Other children are treated better than me,a21a,0.3470554474191922,+,1
People seem to think I am not smart,a21b,0.2624758590691606,-,1
People seem to think they’re better than me,a21c,3.0517009859724129,-,1
I get called names or insulted by other children,a21d,0.72742531887490114,-,1
Because of where my family is from,a22a,0.17651471949292769,-,1
Because of my skin colour,a22b,1.5525332060765131,+,1
Because of my religion,a22c,0.050388671802659317,-,1
Because of my height or weight,a22d,1.4468324560735797e-05,-,1
Because of a disability,a22e,1.5888366049351563,+,1
Because of not having enough money,a22f,0.86046742765704753,-,1
Because of my sexual orientation,a22g,4.7882425851175849,+,1
Because of how I look or behave,a22h,0.0173163713212462,+,1
null,a22j,0.53324956182686478,-,1
Because of my opinions or beliefs,a22i,0.075472772841193886,-,1
Because my parents are not around (i.e.; OFW),a22k,1.1954887218045114,-,1
Because of the ethnic group I belong to,a22l,0.52472998457054687,-,1
Due to conflict / war in our area,a22m,0.32962430191233705,-,1
Because I am not studying (i.e.; out-of-school),a22n,0.1917516563686445,+,1
Because I do not have a permanent residence / house,a22o,0.42654573326520195,-,1
null,a23,0.032688631756592923,+,1
I do dangerous things for fun,a24a,0.42527628859406308,+,1
I do exciting things; even if they are dangerous,a24b,0.86828718165075114,-,1
Had so much alcohol that I got really drunk,a25a,0.0016360936165037841,-,1
Missed school lessons without my parent(s)/carer(s) knowing,a25b,1.1090844352017537,-,1
Had sexual intercourse,a25c,1.7905166312809626,-,1
Been in trouble with my teachers for bad behaviour,a25d,2.6168095996018756,-,1
Been in trouble with the police,a25e,0.013322922863374925,-,1
Met personally with someone whom I met online (i.e.; eyeball),a25f,2.5475064816226931,-,1
I can solve difficult problems if I try hard enough,a26a,2.223848228414675,+,1
If someone opposes me; I can find ways to get what I want,a26b,0.79492346749830656,+,1
It's easy for me to stick to my aims and achieve my goals,a26c,4.9516351478019489,+,1
I am confident that I can deal with unexpected problems,a26d,2.6124728366379331,+,1
I can stay calm when things get difficult because I am good at coping,a26g,4.0968895112318862,+,1
null,a27,0.42861498446271001,-,1
null,a28,0.010163978608118521,+,1
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,2.8911394692264252,+,1
When I use the internet; I feel I want to achieve more in life.,a29b,1.6847491560610433,-,1
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,0.27028951431510218,-,1
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,1.7832653061224495,-,1
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,0.91612616763947352,-,1
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,0.82521008364865345,+,1
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,0.035623695320436063,-,1
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,0.62179924476625703,-,1
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,3.4529192114311785e-05,-,1
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,0.73437107707757976,-,1
I have talked about sexual acts with someone on the internet when I did not want to,g3b,0.96853478071635246,-,1
I have done something sexual on the internet when I did not want to,g3c,1.0112389380530975,-,1
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,0.61502088813244626,-,1
null,g4,0.92758034985551374,-,1
null,g5,1.7617255699635568,+,1
Brother (over 18),g9a,1.6177777777777775,-,1
Sister (over 18),g9b,0.026608187134502932,-,1
A younger brother or sister,g9c,0.079929732103645096,+,1
Father or step-/foster father,g9d,0.93621399176954756,-,1
Mother or step-/foster mother,g9e,0.056874999999999967,-,1
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.0,-,1
Friend or acquaintance,g9g,0.0,-,1
Teacher/ educator,g9h,2.3967078189300413,+,1
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,5.8314873417721502,+,1
Other (specify),g9i,0.44089147286821717,-,1
I didn’t tell anyone about it,g9k,0.73092369477911634,-,1
Prefer not to say,g9l,0.026608187134502932,-,1
