Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
When I am on my way somewhere (e.g. on the street; in a bus or car),b6e,0.03585399,+,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c7f,0.03562755,+,1
A teacher,f14d,0.034046358,-,1
Making presentations,c10a,0.033673092,-,1
In an online game,f27g,0.032775516,+,1
You can trust people around here,k4c,0.031696516,+,1
null,f11,0.029962924,-,1
null,a15,0.029894751,+,1
It is safe for younger children to play outside during the day,k4b,0.029191372,-,1
I got involved online in a campaign or protest,c4j,0.02880211,-,1
I looked for information about work or study opportunities,c4b,0.028550663,+,1
I pay for internet I use (e.g. in a cybercafé or internet cafe; PisoNet),b9c,0.028536306,-,1
Doing group work with other students,c10f,0.027814511,-,1
Because of my skin colour,a22b,0.026964423,-,1
Places you've dined and visited,d9j,0.026143896,-,1
Receive offers or gifts online,f1l,0.025976974,-,1
Made rules about what I can do on the internet at school,j5c,0.024568293,+,1
A relative or friend who is an OFW (overseas Filipino worker),c6g1,0.024439939,-,1
I am restless; I cannot stay still for long,a20k,0.023658333,-,1
Nasty or hurtful messages were passed around or posted where others could see,f22b,0.023071479,+,1
I joined a fan site (of a celebrity or popular band),c4cc1,0.022338212,-,1
null,f25,0.021231699,+,1
Another adult you trust,h2f,0.021129187,-,1
Classmate,h2m,0.019212577,+,1
Gory or violent images,f41f,0.018642082,-,1
Neighbor,h2q,0.018451401,+,1
Another adult I trust,c7e,0.018054949,-,1
Communicating with teachers (e.g. submitting homework or asking a question),c10h,0.017433459,-,1
Encouraged me to explore and learn things on the internet,j5b,0.016881212,+,1
null,f20a,0.016685247,-,1
My brother or sister (or step/foster/half siblings),c9b,0.014516493,-,1
Talks to me about what to do if something online bothers or upsets me,i4g,0.013972643,+,1
Does shared activities together with me on the internet,i4f,0.011922917,-,1
Another adult I trust,f14f,0.011373047,-,1
Grandfather/Grandmother,h2k,0.010391677,+,1
I commented on the updates that friends or family have put online,c4u,0.00993605,+,1
Someone I first met on the internet; but who is friends or family of other people I know in person,c6f,0.009496639,+,1
A desktop computer,b7c,0.009481649,+,1
In a public place (for example; in libraries; cafés; computer shops),b6d,0.009461048,-,1
On an online video sharing platform (e.g. YouTube; [add local examples]),f32d,0.006493369,-,1
I am attending training in technical/vocational course,a4h,0.006399406,-,1
I talk about different things online than I do when speaking to people face-to-face,d2e,0.006248108,-,1
A friend around my age,h2c,0.005049126,-,1
Sent a photo or video of myself to someone I have never met face-to-face,f1e,0.005039327,-,1
I felt a bit guilty about what went wrong,f16c,0.004729523,-,1
I know how to design a website,e1u,0.004549375,+,1
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,0.004347133,-,1
A tablet [iPad; Samsung Galaxy tab; PLDT Home tablet; etc],b7e,0.003467462,-,1
I blocked the person from contacting me,f16i,0.003357677,+,1
null,f20b,0.002996488,+,1
In a magazine or book,f31a,0.002786052,+,1
null,f24,0.002563601,-,1
An image or video that shows sexual acts in a violent way,f33d,0.002423352,+,1
My siblings,b10b2,0.002305021,-,1
Ways of physically harming or hurting themselves,f41a,0.002044288,+,1
I looked for health information for myself or someone I know,c4ee,0.001121772,+,1
Your school,d9e,0.00041917,-,1
Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed]),i6j,0.000262756,+,1
An age that is not your real age,d9g,8.34E-05,-,1
Suggests ways to use the internet safely,i4b,6.36E-05,-,1
null,i8d,3.60E-05,+,1
Pictures showing whole body,d9k,3.22E-05,+,1
Other children or young people pick on me,a20q,1.48E-05,+,1
Ways of committing suicide,f41b,,-,1
null,f41j,,-,1
null,f41k,,-,1
null,f41m,,-,1
