Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
Helped me in the past when something has bothered me on the internet,j5h,4.9779347797949525,+,1
In general; talked to me about what I would do if something on the internet ever bothered me,j5i,9.2116164365869242,+,1
My friends really try to help me,k1a,4.681606425605735,+,1
I can count on my friends when things go wrong,k1b,9.3187728937728949,+,1
I can talk about my problems with my friends,k1c,21.17630473510145,+,1
I get worried when I ﬁnd out my friends are having fun without me ,k1d,5.509166207895845,+,1
Suggested ways to use the internet safely,k2a,10.990741569924895,+,1
Encouraged me to explore and learn things on the internet,k2b,12.006213129378807,+,1
Helped me when I found something difficult to do on the internet,k2c,19.097060951668585,+,1
Explained why some websites are good or bad,k2d,10.292720328545036,+,1
Suggested ways to behave towards other people on the internet,k2e,13.287393120542664,+,1
Helped me in the past when something has bothered me on the internet,k2f,5.7584289366811747,+,1
null,k3,12.413687112601805,+,1
I feel safe in the area where I live,k4a,0.41709574552844259,+,1
It is safe for younger children to play outside during the day,k4b,0.38773852154757904,+,1
You can trust people around here,k4c,0.011046026988619628,+,1
null,a14,10.068539983179022,+,1
null,a15,0.55022908842548168,-,1
null,a16,0.77660999137977205,-,1
null,a17,0.79831131501737229,+,1
null,a17a,7.6013980186524464,+,1
null,a18,4.8242705627425613,+,1
null,a19,1.5659454497796299,-,1
I get very angry and often lose my temper,a20a,4.5896810932951828,+,1
I usually do as I am told,a20b,0.044452384445359983,+,1
I fight a lot; I can make other people do what I want,a20c,0.88588500252070346,-,1
I am often accused of lying or cheating,a20d,1.0083510672861662,-,1
I take things that are not mine from home; school or elsewhere,a20e,0.0011111214459406079,-,1
I worry a lot,a20f,5.8761260367112378,+,1
I am nervous in certain new situations; I easily lose confidence,a20g,3.049712366808969,+,1
I get a lot of headaches; stomach-aches or sickness,a20h,0.33142889834229716,-,1
I am often unhappy; sad or tearful,a20i,0.23866516644820568,+,1
I have many fears and I am easily scared,a20j,1.3269982378114804,-,1
I am restless; I cannot stay still for long,a20k,0.17271313302322042,+,1
I finish the work I'm doing. My attention is good,a20l,2.9810193151597,+,1
I am easily distracted and find it difficult to concentrate,a20n,1.089772226623491,+,1
I think before I do things,a20o,5.1885738488090585,+,1
Other people my age generally like me,a20p,0.81202216159197693,+,1
Other children or young people pick on me,a20q,4.6430719462839329,-,1
I am usually on my own; I generally play alone or keep to myself,a20r,0.08733157130860858,+,1
I have at least one good friend,a20s,0.23922136636447502,+,1
I get on better with adults than with people my own age,a20t,1.2342230917980486,+,1
I am helpful if someone is hurt; upset or feeling ill,a20u,1.4049975332198701,+,1
I try to be nice to other people. I care about their feelings,a20v,2.6478493633994193,+,1
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,2.8699829596003834,+,1
I usually share with others (food; games; pens etc.),a20x,4.6053614093014481,+,1
Other children are treated better than me,a21a,1.0668361667890265,+,1
People seem to think I am not smart,a21b,0.030637222655678174,+,1
People seem to think they’re better than me,a21c,0.82095114641066602,+,1
I get called names or insulted by other children,a21d,1.3227767053637145,-,1
Because of where my family is from,a22a,0.19088362868806771,+,1
Because of my skin colour,a22b,2.9445755059635837e-07,+,1
Because of my religion,a22c,0.7560099744602965,+,1
Because of my height or weight,a22d,0.024201748125891737,-,1
Because of a disability,a22e,2.1869004533323753e-06,-,1
Because of not having enough money,a22f,1.0219250663441433,+,1
Because of my sexual orientation,a22g,0.01364439694544411,-,1
Because of how I look or behave,a22h,3.1580081800608379,+,1
null,a22j,0.12940188808587566,+,1
Because of my opinions or beliefs,a22i,3.4748878802909857,+,1
Because my parents are not around (i.e.; OFW),a22k,0.035757005234069134,-,1
Because of the ethnic group I belong to,a22l,0.20774132789330885,+,1
Due to conflict / war in our area,a22m,0.33285537802944754,+,1
Because I am not studying (i.e.; out-of-school),a22n,0.35281583151175999,-,1
Because I do not have a permanent residence / house,a22o,0.71086609603146944,-,1
null,a23,0.12721138813667934,-,1
I do dangerous things for fun,a24a,0.29031005597498027,-,1
I do exciting things; even if they are dangerous,a24b,0.036796983354160179,-,1
Had so much alcohol that I got really drunk,a25a,4.8321378268399009,+,1
Missed school lessons without my parent(s)/carer(s) knowing,a25b,8.782323080257969,+,1
Had sexual intercourse,a25c,0.02019631884370162,-,1
Been in trouble with my teachers for bad behaviour,a25d,0.56635968144879212,+,1
Been in trouble with the police,a25e,0.16628162705014368,-,1
Met personally with someone whom I met online (i.e.; eyeball),a25f,2.350541065776973,+,1
I can solve difficult problems if I try hard enough,a26a,7.6000019887908703,+,1
If someone opposes me; I can find ways to get what I want,a26b,6.7776580085797899,+,1
It's easy for me to stick to my aims and achieve my goals,a26c,2.8442246137118321,+,1
I am confident that I can deal with unexpected problems,a26d,7.3683843703491414,+,1
I can stay calm when things get difficult because I am good at coping,a26g,5.0730230086265475,+,1
null,a27,0.78880301046819734,+,1
null,a28,0.046434395202152333,+,1
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,6.5290315401076624,+,1
When I use the internet; I feel I want to achieve more in life.,a29b,4.9376662089780989,+,1
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,4.3644307288394613,+,1
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,3.4003080224478941,+,1
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,18.622033863332103,+,1
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,1.3045023024500808,+,1
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,3.389870402893735,+,1
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,2.4699396453988376,+,1
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,2.1692174733120351,+,1
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,0.00029330728961716703,+,1
I have talked about sexual acts with someone on the internet when I did not want to,g3b,0.87483086051862557,+,1
I have done something sexual on the internet when I did not want to,g3c,0.27706273854961383,+,1
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,0.45243121038557021,-,1
null,g4,3.7944548526265969,-,1
null,g5,0.1369088660394599,+,1
Brother (over 18),g9a,0.12971020636113617,-,1
Sister (over 18),g9b,0.070183996641048657,-,1
A younger brother or sister,g9c,0.60627291654374216,-,1
Father or step-/foster father,g9d,1.1320852685081384,-,1
Mother or step-/foster mother,g9e,1.4495392463409986,-,1
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.28555461038740215,-,1
Friend or acquaintance,g9g,0.26008164396694211,+,1
Teacher/ educator,g9h,0.4912714758569241,-,1
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,0.32560438177141543,-,1
Other (specify),g9i,0.00015955498554970674,+,1
I didn’t tell anyone about it,g9k,0.0017864776185618565,+,1
Prefer not to say,g9l,1.9242014501273748,+,1
