Question,Feature,Chi,Higher Or Lower,Degrees of Freedom
I get worried when I ﬁnd out my friends are having fun without me ,k1d,0.94696038431775964,-,1
Suggested ways to use the internet safely,k2a,4.5581907036859342,+,1
Encouraged me to explore and learn things on the internet,k2b,2.1594195559929306,+,1
Helped me when I found something difficult to do on the internet,k2c,0.48972699127497887,+,1
Explained why some websites are good or bad,k2d,8.1951837612118315,+,1
Suggested ways to behave towards other people on the internet,k2e,0.9214845684966716,+,1
Helped me in the past when something has bothered me on the internet,k2f,0.35991084123996175,+,1
null,k3,2.4492334139981438,+,1
I feel safe in the area where I live,k4a,0.066998256687468005,+,1
It is safe for younger children to play outside during the day,k4b,2.0613667211209457,-,1
You can trust people around here,k4c,2.0727767092317042,-,1
null,a14,0.0026049389552766315,+,1
null,a15,0.66614813934761652,-,1
null,a16,0.001444850163686724,-,1
null,a17,0.52260696584510624,+,1
null,a17a,0.080183719941725295,-,1
null,a18,0.36948932218882768,+,1
null,a19,0.77323071389572995,+,1
I get very angry and often lose my temper,a20a,0.0054843968327899411,+,1
I usually do as I am told,a20b,1.5084958293580402,+,1
I fight a lot; I can make other people do what I want,a20c,0.76582541451906416,+,1
I am often accused of lying or cheating,a20d,0.31232964662503426,-,1
I take things that are not mine from home; school or elsewhere,a20e,0.021453359633940416,-,1
I worry a lot,a20f,1.4965899723545466,+,1
I am nervous in certain new situations; I easily lose confidence,a20g,1.6456916967705473,+,1
I get a lot of headaches; stomach-aches or sickness,a20h,3.7399752494561431,+,1
I am often unhappy; sad or tearful,a20i,0.085989160756212393,+,1
I have many fears and I am easily scared,a20j,0.011077167405782795,-,1
I am restless; I cannot stay still for long,a20k,0.99285030851408484,-,1
I finish the work I'm doing. My attention is good,a20l,5.3895090575023907,+,1
I am easily distracted and find it difficult to concentrate,a20n,0.96271056340316474,-,1
I think before I do things,a20o,4.8751438778411691,+,1
Other people my age generally like me,a20p,0.023097070943115042,-,1
Other children or young people pick on me,a20q,0.17813811238283978,-,1
I am usually on my own; I generally play alone or keep to myself,a20r,0.71699461099913986,+,1
I have at least one good friend,a20s,2.9364644435755127,+,1
I get on better with adults than with people my own age,a20t,2.1194598927806867,+,1
I am helpful if someone is hurt; upset or feeling ill,a20u,2.1619498391516738,+,1
I try to be nice to other people. I care about their feelings,a20v,2.8442513177729176,+,1
I often volunteer to help others (e.g.; parents; carers; teachers; children),a20w,1.449872945931687,+,1
I usually share with others (food; games; pens etc.),a20x,0.36757773077295236,+,1
Other children are treated better than me,a21a,7.799544484878111,+,1
People seem to think I am not smart,a21b,1.2189162657744479,-,1
People seem to think they’re better than me,a21c,0.84381530988311504,-,1
I get called names or insulted by other children,a21d,0.22152999915239827,-,1
Because of where my family is from,a22a,0.90104879160966722,-,1
Because of my skin colour,a22b,0.011849932834388765,+,1
Because of my religion,a22c,0.089009009009009044,-,1
Because of my height or weight,a22d,2.8851588489687283,+,1
Because of a disability,a22e,1.2750737463126844,-,1
Because of not having enough money,a22f,0.0056200428049855118,-,1
Because of my sexual orientation,a22g,0.57899671823722465,-,1
Because of how I look or behave,a22h,3.4827975183305129,-,1
null,a22j,0.95691450156624291,-,1
Because of my opinions or beliefs,a22i,1.6840909090909093,-,1
Because my parents are not around (i.e.; OFW),a22k,0.28351698806244263,-,1
Because of the ethnic group I belong to,a22l,0.63959510357815441,-,1
Due to conflict / war in our area,a22m,0.055781391147244806,-,1
Because I am not studying (i.e.; out-of-school),a22n,0.22588020118884319,-,1
Because I do not have a permanent residence / house,a22o,0.40023148148148147,-,1
null,a23,4.1443883984867584,-,1
I do dangerous things for fun,a24a,0.43435534591194963,-,1
I do exciting things; even if they are dangerous,a24b,0.49944258639910816,-,1
Had so much alcohol that I got really drunk,a25a,0.71594671201814042,-,1
Missed school lessons without my parent(s)/carer(s) knowing,a25b,0.37090223597987182,+,1
Had sexual intercourse,a25c,0.18896762164978223,-,1
Been in trouble with my teachers for bad behaviour,a25d,0.60215578246208878,-,1
Been in trouble with the police,a25e,0.91576955424726636,-,1
Met personally with someone whom I met online (i.e.; eyeball),a25f,0.41847328166951936,+,1
I can solve difficult problems if I try hard enough,a26a,1.3474265850250493,+,1
If someone opposes me; I can find ways to get what I want,a26b,1.7633975648994089,+,1
It's easy for me to stick to my aims and achieve my goals,a26c,1.295818784773598,+,1
I am confident that I can deal with unexpected problems,a26d,3.4561266334130076,+,1
I can stay calm when things get difficult because I am good at coping,a26g,3.9125860408773776,+,1
null,a27,0.41195873419067086,-,1
null,a28,0.81852701316105891,+,1
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,1.1329622159181791,-,1
When I use the internet; I feel I want to achieve more in life.,a29b,2.9952697613387262,-,1
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,0.2160348222075322,-,1
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,0.0078378652597402496,-,1
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,0.21533662893245001,-,1
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,0.64569252736791993,-,1
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,0.0035573946712171458,-,1
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,0.88752417794970995,-,1
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,0.60393005228051189,-,1
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,0.35089012495218669,-,1
I have talked about sexual acts with someone on the internet when I did not want to,g3b,0.37781005093942177,+,1
I have done something sexual on the internet when I did not want to,g3c,0.39307273946809113,-,1
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,0.31128714131195517,-,1
null,g4,1.0270270270270272,+,1
null,g5,0.80286738351254483,+,1
Brother (over 18),g9a,0.43956043956043961,-,1
Sister (over 18),g9b,0.21756021756021751,-,1
A younger brother or sister,g9c,0.25641025641025639,-,1
Father or step-/foster father,g9d,0.1465201465201465,-,1
Mother or step-/foster mother,g9e,0.29776674937965258,-,1
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.21756021756021751,-,1
Friend or acquaintance,g9g,4.8351648351648358,+,1
Teacher/ educator,g9h,7.1794871794871797,+,1
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,0.02629848783694938,-,1
Other (specify),g9i,0.053981106612685563,-,1
I didn’t tell anyone about it,g9k,0.083160083160083165,-,1
Prefer not to say,g9l,0.083160083160083165,-,1
