v,a9,Main language spoken at home
v,i6g,Use instant messaging
a,Group a
b,Group b
x,Group x
v,i6h,Read/watch news online
a,Group a
b,Group b
x,Group x
v,i6i,Use the internet for school work
a,Group a
b,Group b
x,Group x
v,i6j,Spend time in a virtual world (e.g.; Habbo; Club Penguin; Minecraft [add examples as needed])
a,Group a
b,Group b
x,Group x
v,i6k,Put (or post) photos; videos or music online to share with others (including social networking or instant messaging)
a,Group a
b,Group b
x,Group x
v,i7a,Parental controls or other means of blocking or filtering some types of website
a,Group a
b,Group b
x,Group x
v,i7b,Parental controls or other means of keeping track of the websites or apps I visit
a,Group a
b,Group b
x,Group x
v,i7c,Rules about how long or when I am allowed to go online
a,Group a
b,Group b
x,Group x
v,i7d,A service or contract that limits the time I spend on the internet
a,Group a
b,Group b
x,Group x
v,i7e,Software to prevent spam or junk mail/viruses
a,Group a
b,Group b
x,Group x
v,i7f,Parental controls that filter the apps I can download
a,Group a
b,Group b
x,Group x
v,i7g,Parental controls that alert my parent/carer when I want to buy content (in-app purchase)
a,Group a
b,Group b
x,Group x
v,i7h,Software that limits the people I can be in touch with (through voice calls and SMS/TEXT MMS)
a,Group a
b,Group b
x,Group x
v,i7i,Ad blocking software
a,Group a
b,Group b
x,Group x
v,i8a,Which friends or contacts you add to my social networking profile/instant messaging service
v,i8b,The messages in my email or other app for communicating with people
a,Group a
b,Group b
x,Group x
v,i8c,My profile on a social networking site or online community
v,i8d,Which websites I visited
a,Group a
b,Group b
x,Group x
v,i8e,The apps I downloaded
v,i8f,The in-app purchases I made
v,j1,How much do you like school at present?
v,j5a,Suggested ways to use the internet safely
v,j5b,Encouraged me to explore and learn things on the internet
v,j5c,Made rules about what I can do on the internet at school
v,j5d,Helped me when I found something difficult to do or find on the internet
v,j5e,Talked to me about what I do on the internet
v,j5f,Explained why some websites are good or bad
v,j5g,Suggested ways to behave towards other people online
v,j5h,Helped me in the past when something has bothered me on the internet
v,j5i,In general; talked to me about what I would do if something on the internet ever bothered me
v,k1a,My friends really try to help me
a,Group a
b,Group b
x,Group x
v,k1b,I can count on my friends when things go wrong
a,Group a
b,Group b
x,Group x
v,k1c,I can talk about my problems with my friends
a,Group a
b,Group b
x,Group x
v,k1d,I get worried when I �?nd out my friends are having fun without me 
a,Group a
b,Group b
x,Group x
v,k2a,Suggested ways to use the internet safely
a,Group a
b,Group b
x,Group x
v,k2b,Encouraged me to explore and learn things on the internet
a,Group a
b,Group b
x,Group x
v,k2c,Helped me when I found something difficult to do on the internet
a,Group a
b,Group b
x,Group x
v,k2d,Explained why some websites are good or bad
a,Group a
b,Group b
x,Group x
v,k2e,Suggested ways to behave towards other people on the internet
a,Group a
b,Group b
x,Group x
v,k2f,Helped me in the past when something has bothered me on the internet
a,Group a
b,Group b
x,Group x
v,k3,Have you suggested to your friends ways to use the internet safely?
a,Group a
b,Group b
x,Group x
v,k4a,I feel safe in the area where I live
a,Group a
b,Group b
x,Group x
v,k4b,It is safe for younger children to play outside during the day
a,Group a
b,Group b
x,Group x
v,k4c,You can trust people around here
a,Group a
b,Group b
x,Group x
v,a14,How often do you get some new clothes to wear?
a,Group a
b,Group b
x,Group x
v,a15,How easily can you find a quiet place to study or do homework?
a,Group a
b,Group b
x,Group x
v,a16,How often do you go on holiday [for at least one week] away from home?
a,Group a
b,Group b
x,Group x
v,a17,How often do you have fresh fruit and vegetables to eat?
a,Group a
b,Group b
x,Group x
v,a17a,How often do you have fish or meat to eat?
a,Group a
b,Group b
x,Group x
v,a18,Do you have at least two pairs of properly fitting shoes? [include: boots; sandals; trainers; etc.]
a,Group a
b,Group b
x,Group x
v,a19,How often do you get some new games or toys to play with?
a,Group a
b,Group b
x,Group x
v,a20a,I get very angry and often lose my temper
a,Group a
b,Group b
x,Group x
v,a20b,I usually do as I am told
a,Group a
b,Group b
x,Group x
v,a20c,I fight a lot; I can make other people do what I want
a,Group a
b,Group b
x,Group x
v,a20d,I am often accused of lying or cheating
a,Group a
b,Group b
x,Group x
v,a20e,I take things that are not mine from home; school or elsewhere
a,Group a
b,Group b
x,Group x
v,a20f,I worry a lot
a,Group a
b,Group b
x,Group x
v,a20g,I am nervous in certain new situations; I easily lose confidence
a,Group a
b,Group b
x,Group x
v,a20h,I get a lot of headaches; stomach-aches or sickness
a,Group a
b,Group b
x,Group x
v,a20i,I am often unhappy; sad or tearful
a,Group a
b,Group b
x,Group x
v,a20j,I have many fears and I am easily scared
a,Group a
b,Group b
x,Group x
v,a20k,I am restless; I cannot stay still for long
a,Group a
b,Group b
x,Group x
v,a20l,I finish the work I'm doing. My attention is good
a,Group a
b,Group b
x,Group x
v,a20n,I am easily distracted and find it difficult to concentrate
a,Group a
b,Group b
x,Group x
v,a20o,I think before I do things
a,Group a
b,Group b
x,Group x
v,a20p,Other people my age generally like me
a,Group a
b,Group b
x,Group x
v,a20q,Other children or young people pick on me
a,Group a
b,Group b
x,Group x
v,a20r,I am usually on my own; I generally play alone or keep to myself
a,Group a
b,Group b
x,Group x
v,a20s,I have at least one good friend
a,Group a
b,Group b
x,Group x
v,a20t,I get on better with adults than with people my own age
a,Group a
b,Group b
x,Group x
v,a20u,I am helpful if someone is hurt; upset or feeling ill
a,Group a
b,Group b
x,Group x
v,a20v,I try to be nice to other people. I care about their feelings
a,Group a
b,Group b
x,Group x
v,a20w,I often volunteer to help others (e.g.; parents; carers; teachers; children)
a,Group a
b,Group b
x,Group x
v,a20x,I usually share with others (food; games; pens etc.)
a,Group a
b,Group b
x,Group x
v,a21a,Other children are treated better than me
a,Group a
b,Group b
x,Group x
v,a21b,People seem to think I am not smart
a,Group a
b,Group b
x,Group x
v,a21c,People seem to think they’re better than me
a,Group a
b,Group b
x,Group x
v,a21d,I get called names or insulted by other children
a,Group a
b,Group b
x,Group x
v,a22a,Because of where my family is from
v,a22b,Because of my skin colour
v,a22c,Because of my religion
v,a22d,Because of my height or weight
v,a22e,Because of a disability
v,a22f,Because of not having enough money
v,a22g,Because of my sexual orientation
v,a22h,Because of how I look or behave
v,a22j,Because of my attitude
v,a22i,Because of my opinions or beliefs
v,a22k,Because my parents are not around (i.e.; OFW)
v,a22l,Because of the ethnic group I belong to
v,a22m,Due to conflict / war in our area
v,a22n,Because I am not studying (i.e.; out-of-school)
v,a22o,Because I do not have a permanent residence / house
v,a23,When you were treated this way; how often did it happen on the internet?
v,a24a,I do dangerous things for fun
a,Group a
b,Group b
x,Group x
v,a24b,I do exciting things; even if they are dangerous
a,Group a
b,Group b
x,Group x
v,a25a,Had so much alcohol that I got really drunk
a,Group a
b,Group b
x,Group x
v,a25b,Missed school lessons without my parent(s)/carer(s) knowing
a,Group a
b,Group b
x,Group x
v,a25c,Had sexual intercourse
a,Group a
b,Group b
x,Group x
v,a25d,Been in trouble with my teachers for bad behaviour
a,Group a
b,Group b
x,Group x
v,a25e,Been in trouble with the police
a,Group a
b,Group b
x,Group x
v,a25f,Met personally with someone whom I met online (i.e.; eyeball)
a,Group a
b,Group b
x,Group x
v,a26a,I can solve difficult problems if I try hard enough
a,Group a
b,Group b
x,Group x
v,a26b,If someone opposes me; I can find ways to get what I want
a,Group a
b,Group b
x,Group x
v,a26c,It's easy for me to stick to my aims and achieve my goals
a,Group a
b,Group b
x,Group x
v,a26d,I am confident that I can deal with unexpected problems
a,Group a
b,Group b
x,Group x
v,a26g,I can stay calm when things get difficult because I am good at coping
a,Group a
b,Group b
x,Group x
v,a27,Ideally; if you are given an opportunity; what level of education do you want to finish?
a,Group a
b,Group b
x,Group x
v,a28,Imagine if given the opportunity to finish your studies or to get your desired career in the future; where do you want to work?
a,Group a
b,Group b
x,Group x
v,a29a,When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.
a,Group a
b,Group b
x,Group x
v,a29b,When I use the internet; I feel I want to achieve more in life.
a,Group a
b,Group b
x,Group x
v,g1a,I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated']
a,Group a
b,Group b
c,Group c
v,g1b,I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want
a,Group a
b,Group b
c,Group c
v,g1c,I have seen or received a sexual message; image or video about someone else that I did not want
a,Group a
b,Group b
c,Group c
v,g2a,I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions
a,Group a
b,Group b
c,Group c
v,g2b,I have been asked to talk about sexual acts with someone on the internet when I did not want to
a,Group a
b,Group b
c,Group c
v,g2c,I have been asked by someone on the internet to do something sexual when I did not want to
a,Group a
b,Group b
c,Group c
v,g2d,I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to
a,Group a
b,Group b
c,Group c
v,g3a,I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want
v,g3b,I have talked about sexual acts with someone on the internet when I did not want to
v,g3c,I have done something sexual on the internet when I did not want to
v,g3d,I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate]
v,g4,Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); did it happen when you were using which of the following?
v,g5,Thinking about the last time when you had unwanted sexual experience (that is; any of G2a-d); who was the person who did this?
v,g9a,Brother (over 18)
v,g9b,Sister (over 18)
v,g9c,A younger brother or sister
v,g9d,Father or step-/foster father
v,g9e,Mother or step-/foster mother
v,g9f,Other adult relatives; such as aunts; uncles; or grandparents
v,g9g,Friend or acquaintance
v,g9h,Teacher/ educator
v,g9j,Other adult you trust e.g. coach; neighbour; doctor; or babysitter
v,g9i,Other (specify)
v,g9k,I didn’t tell anyone about it
v,g9l,Prefer not to say
