Because of not having enough money,a22f,1.850913744,+,1
Because of my sexual orientation,a22g,0.073267653,-,1
Because of how I look or behave,a22h,7.185958773,+,1
null,a22j,2.249956882,+,1
Because of my opinions or beliefs,a22i,12.38488415,+,1
Because my parents are not around (i.e.; OFW),a22k,2.703675276,+,1
Because of the ethnic group I belong to,a22l,0.223843778,+,1
Due to conflict / war in our area,a22m,,,1
Because I am not studying (i.e.; out-of-school),a22n,0.049633415,+,1
Because I do not have a permanent residence / house,a22o,0.0058757,-,1
null,a23,0.246042591,+,1
I do dangerous things for fun,a24a,1.245893282,-,1
I do exciting things; even if they are dangerous,a24b,0.256968078,+,1
Had so much alcohol that I got really drunk,a25a,12.9120235,+,1
Missed school lessons without my parent(s)/carer(s) knowing,a25b,22.11773173,+,1
Had sexual intercourse,a25c,1.012605911,-,1
Been in trouble with my teachers for bad behaviour,a25d,0.239365214,+,1
Been in trouble with the police,a25e,,,2
Met personally with someone whom I met online (i.e.; eyeball),a25f,8.468001871,+,1
I can solve difficult problems if I try hard enough,a26a,13.34709803,+,1
If someone opposes me; I can find ways to get what I want,a26b,15.07373442,+,1
It's easy for me to stick to my aims and achieve my goals,a26c,16.24863092,+,1
I am confident that I can deal with unexpected problems,a26d,23.12467334,+,1
I can stay calm when things get difficult because I am good at coping,a26g,18.75884864,+,1
null,a27,0.04491404,+,1
null,a28,0.874365432,+,1
When I use the internet; I learn about different things that I could study; do or become what I want to be as productive as possible.,a29a,33.2281949,+,1
When I use the internet; I feel I want to achieve more in life.,a29b,18.5628515,+,1
I was sent a message that I did not want with advertisements for or links to X-rated websites [use local term for 'X-rated'],g1a,7.522507265,+,1
I opened a message or a link in a message that showed pictures of naked people or of people having sex that I did not want,g1b,4.03252598,+,1
I have seen or received a sexual message; image or video about someone else that I did not want,g1c,38.93065154,+,1
I have been asked for sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want to answer such questions,g2a,10.80604959,+,1
I have been asked to talk about sexual acts with someone on the internet when I did not want to,g2b,13.43560868,+,1
I have been asked by someone on the internet to do something sexual when I did not want to,g2c,9.461368626,+,1
I have been asked on the internet for a photo or video showing my private parts [translate as appropriate] when I did not want to,g2d,,,2
I have sent sexual information about myself (like what my body looks like without clothes on or sexual things I have done) when I did not want,g3a,0.018617723,+,1
I have talked about sexual acts with someone on the internet when I did not want to,g3b,4.00841514,+,1
I have done something sexual on the internet when I did not want to,g3c,1.33789615,+,1
I have sent someone a photo or video showing my private parts when I did not want to [translate as appropriate],g3d,0.069153552,+,1
null,g4,11.35997331,-,1
null,g5,0.076754386,+,1
Brother (over 18),g9a,3.811472325,-,1
Sister (over 18),g9b,0.2559651,-,1
A younger brother or sister,g9c,0.943589744,-,1
Father or step-/foster father,g9d,,,1
Mother or step-/foster mother,g9e,4.128989362,-,1
Other adult relatives; such as aunts; uncles; or grandparents,g9f,0.986879433,-,1
Friend or acquaintance,g9g,1.869918699,+,1
Teacher/ educator,g9h,,,1
Other adult you trust e.g. coach; neighbour; doctor; or babysitter,g9j,,,1
Other (specify),g9i,,,1
I didn’t tell anyone about it,g9k,,,1
Prefer not to say,g9l,8.791481179,+,1
